image_path,label,R_mean,G_mean,B_mean,Gray_mean,hash
../../../PBC_dataset_normal_DIB\basophil\BA_45632.jpg,basophil,230.60316039179676,198.70009947964493,189.56340679522498,207.28412151821243,afbf824e2ea7282d20cd075c35ecb04ccba93b6f1b572ed639f5992cc90d83e7
../../../PBC_dataset_normal_DIB\basophil\BA_457610.jpg,basophil,222.84247015610651,192.6540480563208,183.87785430058156,200.68738138965412,046864cc6635c4358f92c3e1b68d8636f8a48f2e00e4f988e37e035b89297db3
../../../PBC_dataset_normal_DIB\basophil\BA_458363.jpg,basophil,224.2071548821549,192.11842669115396,185.8815886134068,201.0784511784512,4a411c03fc2285bf6b8c986441824d0e1fb106e3885b777306fafcba1e8ff427
../../../PBC_dataset_normal_DIB\basophil\BA_459209.jpg,basophil,204.80511499104063,185.5160750514609,210.54888415004368,194.15353118012055,2f45e3915aabff7a23c90d499976e1412b04868bd7efc7c27c452240bdc73623
../../../PBC_dataset_normal_DIB\basophil\BA_461177.jpg,basophil,218.31888582797674,184.3992118151209,181.7179981634527,194.2791092745638,a0cfbf0aec9232e443412a4f98c320d0b4cb45764cd5c44ef49af475125a3487
../../../PBC_dataset_normal_DIB\basophil\BA_461900.jpg,basophil,219.4782139577594,189.8323308846036,183.16033823079277,197.95436945209673,79656e25aaea601bb33bdf636c54e50bd42a9402bb8af2583d45df6a7e92bff5
../../../PBC_dataset_normal_DIB\basophil\BA_461909.jpg,basophil,212.02359963269055,176.9971610039792,176.0443832262014,187.37472451790634,1a8f7c35d452ba0113c9f2e9a21614e0b2cc0da76619baf85dacfbed5ea8dc9a
../../../PBC_dataset_normal_DIB\basophil\BA_462301.jpg,basophil,223.70427762473216,192.16994184266912,183.6723063973064,200.65003060912153,7811db8bf736167c1e24f164023650b9d38d404733462bff50d372a6286d9286
../../../PBC_dataset_normal_DIB\basophil\BA_462426.jpg,basophil,214.6980945821855,181.10399449035813,181.05382614018978,191.16284817875726,780eaa9b8f603eb0707cb28a6f98d66d25486ed67e6adf8a57a8c8a317c7a352
../../../PBC_dataset_normal_DIB\basophil\BA_462686.jpg,basophil,223.7140036730946,191.72525252525253,185.93797826752373,200.69710743801653,b88709dce4099770d7ea010487a03fd03a7f6b4cfd779ba8f6b12c09be61aafc
../../../PBC_dataset_normal_DIB\basophil\BA_462792.jpg,basophil,228.8247015610652,198.82112029384757,187.34863024181206,206.51333792470157,5571ac8c5322b71b5401003fc236974c5475eed79cdf33c8cc272d5998a09488
../../../PBC_dataset_normal_DIB\basophil\BA_463171.jpg,basophil,213.78275941230487,182.50000765228037,179.86783746556475,191.55674931129477,50a848ddcb5ad63aa49d2562f461167afbf635c2b0bba5b08a7f0a16277f2bb9
../../../PBC_dataset_normal_DIB\basophil\BA_463847.jpg,basophil,220.35888429752066,189.74934955616774,182.88014998469544,198.19136822773186,093375844661ef7450f2a113f14acde996653370d3aa9d262e32e6fcbb27f3e9
../../../PBC_dataset_normal_DIB\basophil\BA_464087.jpg,basophil,203.68108312230663,183.6035881943519,209.55004664800745,192.5675285441379,223fa448495abbecc07eeb1e25c5ab496fcbc50c807ad1001df3f79798233cc7
../../../PBC_dataset_normal_DIB\basophil\BA_464090.jpg,basophil,222.93387664524028,189.68550658096112,184.89305172941536,199.1523951637588,468e0126e4a8cce60052e5fa91e351f81a1ab73fe896c484547978c26aa370f8
../../../PBC_dataset_normal_DIB\basophil\BA_46485.jpg,basophil,219.4889960208142,185.05210437710437,181.36722528313436,194.9536271808999,6fb04dbcd594973b1c26e04a6d37dc5a27a56677871a86ef3925fc439ae89ad2
../../../PBC_dataset_normal_DIB\basophil\BA_465767.jpg,basophil,212.71027701254974,178.3864937251301,178.2315503520049,188.63463422099787,9e9260bf77a4bdc40f4424e498ec4303c6a5c03a02455e2cef3c88a6ed33e4a3
../../../PBC_dataset_normal_DIB\basophil\BA_465876.jpg,basophil,206.41389370177853,188.86015223540213,213.31012039628592,196.90086187747124,7d851c46591c25219d4846ad50d5d3d7a827391cb8162867c1e109a126aac0d6
../../../PBC_dataset_normal_DIB\basophil\BA_465907.jpg,basophil,221.99709978573614,186.85713957759413,181.9127640036731,196.85458371594734,1579011e3aabfb17c6ffeb57b1404dac9aab623d1a91582452681c908155b6b0
../../../PBC_dataset_normal_DIB\basophil\BA_466566.jpg,basophil,221.91188399142945,190.55088001224365,184.78632537496173,199.3633685338231,34487e8189f8444e38fa19316a2ea71f8680190f85de50bed932a437eac0e426
../../../PBC_dataset_normal_DIB\basophil\BA_46660.jpg,basophil,221.46800581573308,186.9505203550658,183.0933348637894,196.86153963881236,33b3c9718978c3060e8ea6354424121e630e5c692f1ab3df9ca75f69b20edfae
../../../PBC_dataset_normal_DIB\basophil\BA_466768.jpg,basophil,214.43094582185492,181.61784511784512,180.12512243648607,191.2906412610958,ddba4c10d66048eff915d1979f36da17a6f616fc40bd442a0946b9e5d4d52704
../../../PBC_dataset_normal_DIB\basophil\BA_468972.jpg,basophil,226.61645240281604,193.04593663911845,183.94687786960515,202.17123507805326,943a25bb932298657bd55d013e4ca738d8bd64f15fa38df6d2c46d5be0be29c3
../../../PBC_dataset_normal_DIB\basophil\BA_47.jpg,basophil,223.68995255586165,194.16443220079583,184.60173706764616,201.89163605754516,4ed1c440f67089cc1ed9f3c0ba4a2958fcf05b17a87045e7a83e7c68e9b230ba
../../../PBC_dataset_normal_DIB\basophil\BA_470873.jpg,basophil,218.7096495255586,187.31189164370983,181.67017906336088,196.09774257728805,2a1ec5c44174fe14406efad3d9de8625623f25bc8fbcc6b539a4b84487abead2
../../../PBC_dataset_normal_DIB\basophil\BA_472351.jpg,basophil,221.72812978267524,192.14821701867157,184.05114018977656,200.07000306091214,09d46f7df57768ced69962a70c17569d7ff49afe65e80baee2aaf922c678abed
../../../PBC_dataset_normal_DIB\basophil\BA_472669.jpg,basophil,218.50649678604225,188.55873125191306,182.30360422405877,196.778367003367,12e9137d1b3c4bd820bf51a4c829f08d4258d136c69f35671724b38c4a83be79
../../../PBC_dataset_normal_DIB\basophil\BA_472802.jpg,basophil,221.34205693296602,189.47404346495256,182.5169880624426,198.19668656259566,cbba20955ee4adaa400a7e3acda19d89c7664ac3d50a121ef401572647f2ff6b
../../../PBC_dataset_normal_DIB\basophil\BA_473295.jpg,basophil,225.33631007040097,191.46577134986225,184.48685338230794,200.85854759718396,85d5e0e54f4956ae8ebdfd6b48a435472ce0716d5b594e4d1cd4e434747578ce
../../../PBC_dataset_normal_DIB\basophil\BA_474348.jpg,basophil,220.503367003367,187.63279767370676,181.99871441689623,196.85528772574227,a234cf92b5099baf8cb8ec1995ccd97f7051a03a4856ba244fd09366db14b339
../../../PBC_dataset_normal_DIB\basophil\BA_4744.jpg,basophil,204.80728449360996,189.28104313830025,210.33148222192605,196.34301094377065,487c6be4baa52c395af3f11c4b57829ebd6426012a0c09898897dcfa0deb4e62
../../../PBC_dataset_normal_DIB\basophil\BA_475530.jpg,basophil,227.97928527701254,199.50208142026324,187.62861187633914,206.71360575451484,94132af98c0669b7040dde78ef641ddb991ba11c89d69e0c93263d913ae03051
../../../PBC_dataset_normal_DIB\basophil\BA_476192.jpg,basophil,220.79185797367614,184.06181512090603,181.17450260177532,194.74136822773187,9b6862129dc85dbf74a0aebc45e3567a59c95ca00de5cde704910a0a0a611445
../../../PBC_dataset_normal_DIB\basophil\BA_476625.jpg,basophil,219.81748546066729,183.09226354453628,178.482338536884,193.62345423936333,6994298ac00520981cccfacfbfab2051761442e751803e3e681f357eb0aca7ed
../../../PBC_dataset_normal_DIB\basophil\BA_477049.jpg,basophil,220.84784205693296,189.55334404652586,182.89613559840834,198.1688246097337,e280b2c63cfd5e426b061f1ef1b57d2470928e62a7348d5854b1cca855f66c58
../../../PBC_dataset_normal_DIB\basophil\BA_478314.jpg,basophil,223.77679828588919,193.4424471992654,184.14626568717478,201.45847107438016,54b5ebd32f314758c8c849e5c7e59ac1b8108b4d9e37b5a63c8ab2c6e8b27385
../../../PBC_dataset_normal_DIB\basophil\BA_479247.jpg,basophil,230.91944444444445,200.58399142944597,187.2794536271809,208.19467401285584,97b371c0350eefbcffbf03ea02fa39ceca1c54bc9cd7968193b94633b654e253
../../../PBC_dataset_normal_DIB\basophil\BA_481299.jpg,basophil,218.32987450260177,186.42075298438934,180.1080501989593,195.26140189776552,5bf4c687e45c971d5f8cf858884eae0fe6686d82076e7b2183b7cd034e3bffb8
../../../PBC_dataset_normal_DIB\basophil\BA_481414.jpg,basophil,218.14388582797673,186.43748852157944,183.24421487603306,195.63983777165595,0ee16855dcf23dc5e22a58ff78d3b0ccfb4ab2210f505f3942e3234043880613
../../../PBC_dataset_normal_DIB\basophil\BA_482919.jpg,basophil,220.31674318947046,191.24856902356902,183.07626262626263,199.05771349862258,bc16cf2db96598058d920fe965e4cdcea57b3068aec1e9e14592f60f4e536e7f
../../../PBC_dataset_normal_DIB\basophil\BA_482920.jpg,basophil,216.58194827058463,183.58450413223142,182.04545454545453,193.28921793694522,146e6ede78a1350b6ccdb83654133e9c53726137e91262cbd6b069b1709fc4ce
../../../PBC_dataset_normal_DIB\basophil\BA_484151.jpg,basophil,214.40267064585245,176.84301346801348,178.14563820018367,188.27633914906642,e2d0c34cd1ede6eb4e0f60d4f5d78f183fbcd1f91b2f5eab57b6710873b8788f
../../../PBC_dataset_normal_DIB\basophil\BA_484450.jpg,basophil,231.301874808693,199.16424089378634,188.26329966329968,207.62310223446588,46df1fe28ca089a11afb38b552897a6f1933d8818ebc3c09a329a9662a62fcc4
../../../PBC_dataset_normal_DIB\basophil\BA_484573.jpg,basophil,224.8817722681359,194.5956917661463,186.19801040710132,202.76487603305785,d78e8aec262abedae1ce55a82dbcb7b1c79f1a1be3c16047dc5314117b341db1
../../../PBC_dataset_normal_DIB\basophil\BA_484717.jpg,basophil,223.48861340679522,189.94191153963882,185.22457912457912,199.49961738598103,7ddf823b3029a043adb5b37ca4aec2f7bbc8d9ff2cdcad5c720f7b447d427090
../../../PBC_dataset_normal_DIB\basophil\BA_485187.jpg,basophil,216.42998928680746,181.55004591368228,178.5013774104683,191.70550964187328,8f1d80eedbddfdfa843acf7615e3701368eb9ed6fdad3e7ebe38a5cf8dbaa754
../../../PBC_dataset_normal_DIB\basophil\BA_485601.jpg,basophil,232.37447964493418,203.21593204775024,188.29377104377105,210.23226966636057,babf7339c1be5a9d31a6b70692374878fd2d595f38971ea2e733bce7cc9178b4
../../../PBC_dataset_normal_DIB\basophil\BA_486837.jpg,basophil,225.19716865625958,193.19432200795836,185.25958830731557,201.8624655647383,8dfa72fda90f8a6dbe2409539f11fc79a91f879b8d83b1d0d2f61c8ad0fb0644
../../../PBC_dataset_normal_DIB\basophil\BA_487129.jpg,basophil,217.28659320477502,185.36136363636365,181.2862947658402,194.4393709825528,5346e4381391458d117286248e703af64dd0ae7b00ba0073f08913389c3d0c9f
../../../PBC_dataset_normal_DIB\basophil\BA_488451.jpg,basophil,213.55751453933271,181.1290097949189,181.35642791551882,190.8545301499847,68abf1c867679b6efabcf93a57c94d9fa566697aef2753d85d3f70616c76dae4
../../../PBC_dataset_normal_DIB\basophil\BA_48862.jpg,basophil,225.55992500765228,194.82972145699418,185.3393709825528,202.95930517294153,b12337d6beffc4dc6a736090ce7c25337654bc28afa5c5834b2c70c6166baf54
../../../PBC_dataset_normal_DIB\basophil\BA_490072.jpg,basophil,232.289072543618,202.92689776553414,189.161310070401,210.167439546985,c6668e813b404887aac98eba3792ad9128b1b0772893fe10e4278714ef0cd6e2
../../../PBC_dataset_normal_DIB\basophil\BA_490353.jpg,basophil,225.2581496786042,191.90421640648913,184.60563207835935,201.07631619222528,2df984e1ca9c4df9dab0e0defa695432fee1b583c2d0c7dba443f3e51ca2cecd
../../../PBC_dataset_normal_DIB\basophil\BA_490656.jpg,basophil,215.2037419651056,180.90994796449343,178.71805172941538,190.9622742577288,51ff4b3ab7640dec49842accfa1cccad57919af38d0a5ba2b2c43e466ad24d8e
../../../PBC_dataset_normal_DIB\basophil\BA_490880.jpg,basophil,221.92195439240894,191.49601316192226,183.91981175390265,199.71134833180287,19d81e749daf2e5c80605a9ba9e657636f672942781c680e2eadc417102c5c19
../../../PBC_dataset_normal_DIB\basophil\BA_49100.jpg,basophil,215.29226354453627,177.5590985613713,176.38500153045607,188.78018824609734,80d83f76bc9102de39aaf081c1c973ad5d7ffbda9c72cd036fd9ea64ba127bca
../../../PBC_dataset_normal_DIB\basophil\BA_49215.jpg,basophil,224.37602540557086,193.57090602999693,185.38945515763697,201.86812059993878,dd9af3e0523c2cd7aff210a84275ed36d7f81d3981e29f06a21a682f5ce8d33b
../../../PBC_dataset_normal_DIB\basophil\BA_49224.jpg,basophil,217.84494184266913,184.08025711662074,180.2816268748087,193.76812825221916,6ee60f645e3e867ecd72a4b2115e114637eddea6161be64781dc8a380ff25d72
../../../PBC_dataset_normal_DIB\basophil\BA_492819.jpg,basophil,221.14819406183042,188.93617232935415,183.25404805632078,197.9439011325375,afb015762e554dbb81e6e9d76f0fe5765c3803dfa8591438f01c44f0cef6361c
../../../PBC_dataset_normal_DIB\basophil\BA_493318.jpg,basophil,218.16453933272115,183.932782369146,181.3808004285277,193.9229415365779,9f1e7968e2218ef5d6a39afb37b87e28a917438b5096812d4b0b0980730a21ed
../../../PBC_dataset_normal_DIB\basophil\BA_493706.jpg,basophil,215.8720844811754,181.35251760024488,180.18471074380165,191.55907560453014,a8c3c02781c1ebe850c38ca104bc080e7a879533d29f622cb6544ac6186e0fef
../../../PBC_dataset_normal_DIB\basophil\BA_495544.jpg,basophil,204.8380943918729,180.58905326758185,211.43243443363394,191.37276941075422,65c3fe67f683ce141a26b7dbf988d1b38995e6fe092d2203468dad0de167ac96
../../../PBC_dataset_normal_DIB\basophil\BA_495847.jpg,basophil,224.8615243342516,193.1897459442914,186.18138200183654,201.91209060299968,db3a48ac46fa7ef19fe6933f8b6c6f4ba3f509b3ecb7f736decf8c983d793cd4
../../../PBC_dataset_normal_DIB\basophil\BA_497743.jpg,basophil,227.24889041934497,195.41802877257422,187.1865243342516,204.09291398836854,7d7868ae418fb99d2b549cd4bc8d915f946e78a7cb6acab83eea52bf12f2db68
../../../PBC_dataset_normal_DIB\basophil\BA_497822.jpg,basophil,226.3250076522804,193.0227961432507,184.6521655953474,202.0328895010713,4253c0bc0ac1c87d2b2e475ff7ebd51a5be113e6435d47f9ec11fd934198d80a
../../../PBC_dataset_normal_DIB\basophil\BA_499861.jpg,basophil,215.95996326905419,184.5608509335782,182.32033210896847,193.72381389654117,3232d57eb5cb421a758f06ccd6677c2bad7753e4c5afb728236e6bdb72edc448
../../../PBC_dataset_normal_DIB\basophil\BA_499865.jpg,basophil,231.4575221916131,201.95214263850627,188.65684113865933,209.27659167431895,070a07b2d1497fbfd3a51e9a7ea9af61b7c060e6b6cbd279f25062e15c16ebc9
../../../PBC_dataset_normal_DIB\basophil\BA_49997.jpg,basophil,218.41668197122743,186.04525558616467,181.0593587389042,195.1441230486685,e3254ecedb313c7bbf9939c26f9d2798ab421da3cba639362cf9a0f04deaedef
../../../PBC_dataset_normal_DIB\basophil\BA_500713.jpg,basophil,226.57467860422406,195.56449341903888,183.6299816345271,203.5244031221304,3e9f41db6158db1c9cb85f89d6ce412c61901b7586f393619c75d89c79a5a17a
../../../PBC_dataset_normal_DIB\basophil\BA_503349.jpg,basophil,224.21394245485155,190.86111111111111,183.63132843587388,200.04235537190084,6778ba615f34c35c6cbd689501c0e32048f17ad194f79303a7f03e96efcca44c
../../../PBC_dataset_normal_DIB\basophil\BA_504098.jpg,basophil,220.7937940006122,189.00608356290175,182.8033976124885,197.80123966942148,a8186b273f7d5593d3a9367c4d277a6d4a9927d933346517fdd09a739a32705b
../../../PBC_dataset_normal_DIB\basophil\BA_504467.jpg,basophil,228.99559993878177,194.79742883379248,186.6059152127334,204.19709978573616,f8b3b2580eb79ea29391ff3458f93b0eb1f2a92be1049099e9c742eef648e3ba
../../../PBC_dataset_normal_DIB\basophil\BA_504848.jpg,basophil,219.05689470462198,191.55679522497704,184.8542699724518,199.03496326905417,4922ac16235f4d791b7a9b2c5f949142e52d8d36681a6909fa6d5a4b92b1fc6e
../../../PBC_dataset_normal_DIB\basophil\BA_504915.jpg,basophil,222.90175237220691,191.42808386899296,184.32252066115703,200.0450183654729,80ac4cc7cb9c1a59b4403d3e1701b125b6f15b43a52f4eb4cbc5bb8b4eca88c1
../../../PBC_dataset_normal_DIB\basophil\BA_505139.jpg,basophil,217.29384756657484,183.97767064585247,181.62451790633608,193.71424854606673,5c6685ca282750c8c92f76ccd86040f5e293f3b74a45c08a1c9dc628d930e42f
../../../PBC_dataset_normal_DIB\basophil\BA_505144.jpg,basophil,222.96046066727885,192.22082950719314,183.74792623201714,200.4773875114784,bbececdd83b0a3b7e214f14e3017608f92904e5dc976942ab27e3d624c5e6d08
../../../PBC_dataset_normal_DIB\basophil\BA_505208.jpg,basophil,211.65087235996327,177.88880471380472,176.48614172023264,187.86233547597183,a4191eb65c37584cebb58d8de8825958e5eff5494c0215d10a90b77dcbb5a8f9
../../../PBC_dataset_normal_DIB\basophil\BA_506702.jpg,basophil,218.50159167431895,188.72143403734313,181.32371441689622,196.7894092439547,50dedaff3b90114f690018ca0e269c5471bbda13de9715e53693b15bfc7d751c
../../../PBC_dataset_normal_DIB\basophil\BA_507035.jpg,basophil,212.3376109580655,174.81929139883687,172.948507805326,185.85989439853077,d6a63dffa774d76dd49e40138d05edce66b82cc51d708e20c1c94babb40cb3ac
../../../PBC_dataset_normal_DIB\basophil\BA_508288.jpg,basophil,224.39890572390573,189.85593051729415,183.87242883379247,199.5370140801959,7b0ea3c7d047e79215d4a27b9aab25250703352ba469b4037549c059fbddd4f3
../../../PBC_dataset_normal_DIB\basophil\BA_509224.jpg,basophil,214.3669498010407,179.38194061830424,178.6098408325681,189.80619834710743,e08c5f53aa4e5f39f003def57e88e35de3107aaf4059d849253fbe688ca22648
../../../PBC_dataset_normal_DIB\basophil\BA_509334.jpg,basophil,222.7455463728191,190.06184573002756,184.02337771655954,199.1688322620141,4922f269abae7dfd2fc7d5a744661f29695e2a5e38d56c66ebdbc3de011c520a
../../../PBC_dataset_normal_DIB\basophil\BA_50941.jpg,basophil,211.5621288644016,170.68223905723906,177.3671411080502,183.72695898377717,367ebf98f9bde278a1bd74d6c0f93b9f316f32c8003fa25e81dfd7955d1a8d7a
../../../PBC_dataset_normal_DIB\basophil\BA_510275.jpg,basophil,222.60284664830118,192.10711662075298,185.40655800428527,200.5283287419651,9dcaf429fec9a971e2dc3e748bb6f44ae5f0a97fff6db4565f012188939f79e0
../../../PBC_dataset_normal_DIB\basophil\BA_511776.jpg,basophil,221.41543464952557,188.9052724211815,180.7901897765534,197.70124732170186,d9a0bfa5148df027071eb58d8d80000fe7f7313a8ec08c224a98fb58218c26e1
../../../PBC_dataset_normal_DIB\basophil\BA_511856.jpg,basophil,219.6146311600857,181.68265993265993,181.38683807774717,193.0156489133762,9986a2ba05a7b722ff21284f48192ae8fede5030dc93496d2053b772db8677d6
../../../PBC_dataset_normal_DIB\basophil\BA_513500.jpg,basophil,217.66296296296295,186.3198347107438,181.41466942148762,195.11775329048055,07c4d7b653ed5c7630d6777ee8a46b10fdff72122485c1dd1e025453150819c5
../../../PBC_dataset_normal_DIB\basophil\BA_513630.jpg,basophil,221.1417661463116,187.67946893174167,182.75459902050812,197.17553565962658,464d3073edd68424a3282dfe7447be0c6a411fe50d14fc0833a4df21afebd02c
../../../PBC_dataset_normal_DIB\basophil\BA_514550.jpg,basophil,216.61831190694826,181.85713192531375,180.02992041628406,192.06462350780532,8cfadf0210aa9b929dafccd2b4fb49fb48d026f33338cc069384613d5e991644
../../../PBC_dataset_normal_DIB\basophil\BA_515577.jpg,basophil,219.37807621671257,184.693709825528,180.6727272727273,194.60518059381695,cc0c615b914af55b7c9ade36c569ad8ebb57cc256b20522c1aae5e29b0fe4b24
../../../PBC_dataset_normal_DIB\basophil\BA_515691.jpg,basophil,224.4635062748699,193.30472145699417,184.0018365472911,201.5427685950413,f5d2206644a767138093023590f1a8cf017acc8294c99ad9eff4cd9e106bc176
../../../PBC_dataset_normal_DIB\basophil\BA_516678.jpg,basophil,223.1084940312213,189.95214263850627,184.41643709825527,199.27591062136517,6fc2d769db00778a912a3cbacc5ba50cfe0505512a916d68a9dacc05286c32be
../../../PBC_dataset_normal_DIB\basophil\BA_517020.jpg,basophil,215.2452938475666,181.79647229874502,178.6767217630854,191.475826446281,395198a5c4251a2c5402f6f327f42519359326b77da5ad7235c485dbad6f5d84
../../../PBC_dataset_normal_DIB\basophil\BA_517315.jpg,basophil,219.0638123660851,182.53788644015916,181.09426844199572,193.352701254974,9ca0a79e5413a7a0ef49d7db9de64623a78e33b891d3164f104aa3bd3bb3658b
../../../PBC_dataset_normal_DIB\basophil\BA_517662.jpg,basophil,215.65103305785124,182.4778007346189,179.5325910621365,192.09963269054177,e6c425ddeac4f0658c5efbe2f7acd04c38c082ae066ba9464378de42118f8bd5
../../../PBC_dataset_normal_DIB\basophil\BA_518773.jpg,basophil,221.58767982858893,190.47164064891336,181.59219467401286,198.7661998775635,9c4631733c96a1efea5fd745174c77a6e7e1b0cfe4b6fefa59ba25f4b88b7265
../../../PBC_dataset_normal_DIB\basophil\BA_519510.jpg,basophil,229.5232782369146,197.48598102234465,187.91326905417816,206.06867921640648,3f6c78f6072b992243e9e6ac71a92e34be565324eb181df7b169adcc5088bd47
../../../PBC_dataset_normal_DIB\basophil\BA_520588.jpg,basophil,226.5190541781451,192.06316192225282,185.047903275176,201.64820936639117,e986209f1e70422682b27f14da2974aeb98308a3643c505b497361635fe198ba
../../../PBC_dataset_normal_DIB\basophil\BA_521968.jpg,basophil,226.17681359044997,194.3814355677992,184.98181818181817,202.85443067033975,49356affa3b88ac90fcb924226be68ccb0e08f6ae5ae71a0d221078477a6ad69
../../../PBC_dataset_normal_DIB\basophil\BA_525742.jpg,basophil,225.50452249770433,193.76978879706152,183.87059993878177,202.1275176002449,6e201f228d008d3bcdc3ecc1dfa5800fa324d69794c75d4902b2f4d2b1141ce6
../../../PBC_dataset_normal_DIB\basophil\BA_526172.jpg,basophil,208.31434093029455,194.9066447495076,215.68232706917235,201.31812460201104,2268e61384c2109fde9d53ab085f7a0c83e5ab02bb187466c6d53497bcaca497
../../../PBC_dataset_normal_DIB\basophil\BA_527567.jpg,basophil,229.92142638506274,199.63951637588002,187.08309611264156,207.30218089990817,699caf5400e997e721d74b36efe468cf1baec751376fa56d4bd894ec2fa4b705
../../../PBC_dataset_normal_DIB\basophil\BA_527667.jpg,basophil,215.8865549433731,183.04002142638507,178.62026323844506,192.36408784817877,757208a9dc06f8dd73ddd8408e4221ec3f7a2b10908b4fc700972d1f4595729a
../../../PBC_dataset_normal_DIB\basophil\BA_528783.jpg,basophil,219.42581114172023,186.17555096418732,182.65638200183653,195.74889041934497,c28720e6f8ad74c1d3ffb88d9546a00e7470f6a4d59b7b84b22b70b8801c03b0
../../../PBC_dataset_normal_DIB\basophil\BA_529390.jpg,basophil,210.02140625231388,189.7299672723503,212.94787270277075,198.4672131147541,6030030b46f1fe0dcb39ce50720af157a50c55cb280964f6e6d0055451e02776
../../../PBC_dataset_normal_DIB\basophil\BA_529706.jpg,basophil,218.04939546985003,188.24473523109887,183.0779155188246,196.58699112335475,62a57e49dab35f2aad95ef5a513139aeffc77c9cc01d2600e1d4df1c45be01da
../../../PBC_dataset_normal_DIB\basophil\BA_530459.jpg,basophil,225.32420416284052,193.89364860728497,184.81694214876032,202.27430364248545,17999d7b95c589229836b2a70220ba0eaa145210bb32b4607dc784d03c77a75c
../../../PBC_dataset_normal_DIB\basophil\BA_532264.jpg,basophil,222.31398071625344,190.15565503520048,183.70543311906948,199.12395928986837,57d6e0a5b3f4f2238a2f0010b8bdfb32729b3438974288fceaa05b6d354704f8
../../../PBC_dataset_normal_DIB\basophil\BA_532316.jpg,basophil,215.63460361187634,185.2723370064279,181.251492194674,193.889294459749,f149e9b17fd22e4aa752ee5b07911145289bd4454e2fa9e10dd9bb0ddc3f4d4c
../../../PBC_dataset_normal_DIB\basophil\BA_532468.jpg,basophil,228.1659397000306,197.38492500765227,185.46775329048057,205.24804101622283,a871123077b02344bc7d16dc12e2f01b85fe13aa2cff2b3e9a64104aabbde99a
../../../PBC_dataset_normal_DIB\basophil\BA_53335.jpg,basophil,222.426874808693,189.13886593204776,183.27565809611264,198.47434190388736,8b2bd61f0dd4e35e9338027ff24cd5abffb55c60e7d20f5a8e8d53263ced9f85
../../../PBC_dataset_normal_DIB\basophil\BA_533618.jpg,basophil,220.20261707988982,186.25248699112336,180.86766911539638,195.7777701254974,3db1595a489e05d692df7ee85a2ff61472723178545d89d8a0a5e95523d0bfe6
../../../PBC_dataset_normal_DIB\basophil\BA_533802.jpg,basophil,226.75483624119988,191.23465717783898,184.5823691460055,201.1509029690848,36b9c0ddc0119993a14bff5e868e4ea80f35baa4e34b541f2c53e5403c3ca156
../../../PBC_dataset_normal_DIB\basophil\BA_533987.jpg,basophil,222.6931129476584,190.51069023569025,181.7665365779002,199.1422865013774,31ef20bf9f543c9766f991edcfa2143a2e6fcfcabf0403f8c02d687b54054477
../../../PBC_dataset_normal_DIB\basophil\BA_534912.jpg,basophil,220.60918273645547,192.366391184573,183.90756810529538,199.84995408631772,867883e86f44bf89905a4609e0f3dde2167fb4924c827f4be4d2c1ecd982a73e
../../../PBC_dataset_normal_DIB\basophil\BA_535377.jpg,basophil,218.85638200183655,185.76802877257424,182.37147229874503,195.29845423936334,939ff1b421ae3be5fc95c972450bd7e2a633a3cd858f13043bcc39ee4613ca4c
../../../PBC_dataset_normal_DIB\basophil\BA_535573.jpg,basophil,215.32516835016835,184.69410009182735,180.62896388123661,193.4440082644628,067b2b598dcfc584f401c76d4053018e720a73fbb1182b7f628443a2bcb5e64b
../../../PBC_dataset_normal_DIB\basophil\BA_535755.jpg,basophil,221.2447658402204,186.15563207835936,181.83213957759412,196.16027701254973,98f44c19116e684cc0810e3933bb97803cea8909dced30f07e50d2f69735880c
../../../PBC_dataset_normal_DIB\basophil\BA_535936.jpg,basophil,220.65885368839915,184.509657177839,181.60586164677073,195.0146005509642,79a0cf5f72a8db35e847fa1c90dc72570a7c073a205446c9261d6d2a88b526b9
../../../PBC_dataset_normal_DIB\basophil\BA_535962.jpg,basophil,217.95616008570553,184.8474517906336,182.96189164370983,194.56256504438323,a35ca100cf9a9c11ce5c723b4dea71ee0cb34f5b4a5de34e779c2d4743447f13
../../../PBC_dataset_normal_DIB\basophil\BA_537209.jpg,basophil,228.331734006734,195.56922252831345,185.61516681971227,204.2307315580043,fc7dff171266767f0570321f2b9835f32f2d6fa6124d7d1d4c18a06a4a9d5e73
../../../PBC_dataset_normal_DIB\basophil\BA_537842.jpg,basophil,212.9940771349862,180.94990817263545,175.8942072237527,189.98474900520355,b07dd0a6ca55000f5b898f9d7a6c302fbea1ef95ea8eda0ef30c67626021d331
../../../PBC_dataset_normal_DIB\basophil\BA_538389.jpg,basophil,225.27524487297214,195.5321472298745,185.30955004591368,203.28699877563514,aac86590134aba8d45569595fe83ef3baf7c1f41fcf2f6e159d39ce218cbeb77
../../../PBC_dataset_normal_DIB\basophil\BA_540646.jpg,basophil,222.8998163452709,187.2614554637282,182.141391184573,197.39374808692992,8696404e1c583085d07bb9f1cfd9a60d12fc656312ce88165f9398c1eeabd37d
../../../PBC_dataset_normal_DIB\basophil\BA_544516.jpg,basophil,223.21841903887358,193.2359657177839,183.98575145393326,201.16016988062444,eb3694b01659996a4de97247e285b4b38af2d9968f9ef7225214428c8865e259
